job_id,job_date,vehicle_brand,vehicle_model,region,battery_type,is_mobile,parts_cost,labor_hours,hourly_rate,travel_cost,discount_pct,total_price,margin,customer_id,vehicle_age_years,mileage_at_install,avg_temp_c,failed_within_1y
119,2023-06-02 18:53:17,Honda,CR-V Hybrid,West,LiIon_Standard,0,1407.69,2.04,106,0.0,0.05,1893.27,269.22,1257,13.9,121780.0,27.4,1
120,2024-11-30 01:00:17,Toyota,RAV4 Hybrid,West,LiIon_Standard,0,1063.6,2.7,93,0.0,0.0,1671.71,357.04,2828,5.2,116141.0,19.3,0
121,2024-05-21 23:06:22,Chevrolet,Volt,West,NiMH_Standard,0,871.56,2.43,85,0.0,0.1,1305.15,227.08,2176,7.6,105905.0,19.8,0
122,2024-08-25 14:25:26,Kia,Niro Hybrid,West,LiIon_Standard,0,1231.2,1.72,112,0.0,0.05,1788.1,364.33,2137,6.8,162387.0,25.0,0
123,2022-04-13 19:45:56,Kia,Niro Hybrid,North,NiMH_Standard,0,924.61,3.69,119,0.0,0.2,1497.38,134.11,2393,15.2,128626.0,9.5,1
124,2023-06-15 01:28:50,Chevrolet,Volt,West,NiMH_Standard,1,944.41,3.21,108,30.06,0.0,1689.98,369.06,1083,5.1,122498.0,15.5,1
125,2024-11-08 09:38:17,Lexus,ES 300h,East,NiMH_Premium,0,1190.73,3.11,102,0.0,0.1,1666.94,158.76,1503,7.5,75869.0,17.6,0
126,2024-06-09 00:50:17,Hyundai,Sonata Hybrid,South,NiMH_Standard,0,885.16,2.44,110,0.0,0.05,1365.62,211.53,2589,6.9,144043.0,24.5,0
127,2023-05-13 05:58:09,Toyota,RAV4 Hybrid,East,LiIon_Premium,0,1827.82,3.06,92,0.0,0.0,2627.97,518.31,2252,4.2,114001.0,14.2,0
128,2022-03-19 00:17:03,Lexus,RX 450h,South,LiIon_Premium,0,1736.18,3.41,87,0.0,0.05,2383.17,350.19,1778,4.1,135879.0,13.0,0
131,2023-12-04 19:49:11,Hyundai,Sonata Hybrid,North,NiMH_Premium,1,1420.31,2.36,123,29.88,0.1,1873.95,133.1,1964,9.7,159963.0,15.0,0
132,2024-10-09 02:33:44,Hyundai,Sonata Hybrid,South,LiIon_Standard,1,1320.72,3.08,115,37.76,0.0,2227.61,515.17,1914,10.1,54605.0,21.3,0
133,2022-04-12 16:28:52,Toyota,RAV4 Hybrid,West,LiIon_Premium,1,1638.27,3.91,94,31.58,0.05,2280.24,242.48,2102,6.3,108176.0,17.5,0
134,2023-03-11 01:00:06,Hyundai,Sonata Hybrid,East,NiMH_Premium,1,970.92,3.99,113,53.8,0.2,1460.85,-14.24,1562,12.2,102375.0,7.8,0
136,2024-11-17 07:26:40,Ford,Fusion Hybrid,South,NiMH_Standard,1,843.96,3.23,90,62.92,0.15,1313.58,116.14,2384,1.2,98850.0,9.2,0
137,2022-07-01 21:13:15,Hyundai,Ioniq Hybrid,South,NiMH_Premium,1,1186.99,3.03,133,73.3,0.0,2049.77,387.11,2419,4.2,75324.0,19.0,0
138,2022-08-30 15:36:15,Toyota,RAV4 Hybrid,North,LiIon_Premium,0,1633.33,2.64,131,0.0,0.0,2631.62,652.33,2240,5.5,90899.0,19.2,0
139,2022-11-23 02:40:00,Ford,Fusion Hybrid,West,NiMH_Premium,0,1242.14,1.55,122,0.0,0.05,1666.73,235.0,1904,8.0,76062.0,18.2,0
141,2023-12-06 14:19:24,Nissan,Altima Hybrid,East,NiMH_Standard,1,790.26,2.87,112,52.0,0.15,1266.69,103.49,2445,6.6,152997.0,14.7,0
142,2023-07-29 14:45:15,Honda,CR-V Hybrid,East,LiIon_Premium,0,1773.52,2.91,125,0.0,0.1,2276.85,139.16,1620,7.4,135097.0,23.5,0
143,2023-09-03 15:14:07,Ford,Fusion Hybrid,East,NiMH_Standard,1,1064.33,4.13,111,44.56,0.1,1703.34,136.05,1971,9.5,132323.0,20.6,0
145,2023-04-20 06:02:25,Nissan,Altima Hybrid,North,LiIon_Standard,0,1329.25,2.45,93,0.0,0.1,1718.64,161.46,2325,12.4,42921.0,20.3,0
148,2024-05-26 04:12:47,Honda,Insight,East,NiMH_Premium,0,1129.35,3.55,121,0.0,0.1,1815.04,256.61,2820,10.4,197954.0,20.6,0
150,2022-07-05 06:30:14,Toyota,Prius,West,LiIon_Standard,0,1206.56,3.99,107,0.0,0.0,2147.84,513.96,2081,8.2,103659.0,29.2,0
152,2024-03-27 09:35:24,Ford,Escape Hybrid,South,NiMH_Standard,1,904.33,3.81,96,73.95,0.0,1802.72,458.54,2520,7.8,189785.0,10.8,0
153,2022-10-01 16:02:21,Nissan,Rogue Hybrid,West,NiMH_Premium,1,1204.45,1.5,90,24.92,0.0,1638.42,273.89,1604,11.3,149965.0,15.1,0
154,2023-09-02 22:40:04,Ford,Fusion Hybrid,East,NiMH_Standard,0,805.78,4.04,95,0.0,0.0,1640.6,451.31,2874,13.7,110733.0,15.6,0
155,2023-09-10 05:07:55,Chevrolet,Volt,South,NiMH_Standard,1,1138.35,2.98,115,51.41,0.0,1838.96,306.5,1124,9.9,201728.0,26.8,0
156,2022-07-11 15:26:45,Kia,Optima Hybrid,West,LiIon_Standard,1,1268.16,3.0,85,61.86,0.0,1837.43,252.67,1025,6.5,142695.0,15.4,0
157,2022-01-10 23:46:03,Honda,Accord Hybrid,South,LiIon_Standard,1,1313.63,1.37,94,40.07,0.1,1670.9,188.41,2020,8.8,110866.0,12.5,0
158,2024-02-26 07:19:58,Hyundai,Ioniq Hybrid,East,LiIon_Standard,0,1251.79,2.69,119,0.0,0.1,1857.11,285.32,2718,9.7,104356.0,17.3,0
159,2023-11-05 21:15:36,Hyundai,Sonata Hybrid,North,NiMH_Standard,1,952.8,4.08,92,40.09,0.0,1774.08,405.43,1019,6.3,161278.0,18.7,0
160,2024-02-21 13:30:38,Lexus,RX 450h,North,NiMH_Premium,0,1348.19,2.66,112,0.0,0.15,1827.92,181.95,2357,10.6,98540.0,26.4,0
163,2024-12-10 22:11:35,Chevrolet,Malibu Hybrid,South,LiIon_Standard,1,1432.1,3.85,91,28.86,0.0,2325.46,514.14,1741,8.8,104857.0,15.3,1
164,2022-09-04 21:17:22,Chevrolet,Malibu Hybrid,North,LiIon_Premium,0,1765.96,3.15,92,0.0,0.0,2577.5,521.44,2293,11.5,96122.0,13.2,0
165,2023-12-16 19:48:36,Chevrolet,Malibu Hybrid,South,NiMH_Standard,0,1016.94,2.25,120,0.0,0.05,1474.96,187.46,2267,5.1,89774.0,11.6,0
167,2022-03-13 22:20:14,Ford,Fusion Hybrid,West,LiIon_Standard,0,1277.56,4.28,105,0.0,0.05,2046.6,319.54,2974,2.8,92221.0,15.6,1
169,2022-05-23 03:41:13,Ford,Fusion Hybrid,East,LiIon_Standard,1,1414.56,2.91,113,41.8,0.1,1970.87,186.03,2716,6.8,190898.0,35.9,0
170,2023-12-20 02:45:12,Toyota,RAV4 Hybrid,South,NiMH_Premium,1,1387.89,4.8,107,20.65,0.15,2004.6,81.97,1019,8.1,160303.0,20.7,0
172,2024-06-05 02:51:58,Toyota,RAV4 Hybrid,South,NiMH_Standard,0,887.17,3.65,89,0.0,0.15,1417.08,204.76,2547,2.6,129413.0,22.2,0
174,2024-02-03 04:23:07,Kia,Niro Hybrid,South,NiMH_Premium,0,1006.65,3.58,98,0.0,0.0,1801.12,443.22,1135,6.2,98100.0,18.0,0
175,2024-09-06 01:51:19,Kia,Optima Hybrid,East,NiMH_Premium,1,1152.69,3.61,125,23.15,0.1,1756.24,129.13,1148,11.9,97945.0,19.0,0
176,2024-06-27 06:34:04,Chevrolet,Volt,South,NiMH_Premium,1,1067.87,1.25,133,54.67,0.0,1652.14,362.85,2971,9.6,105335.0,23.5,0
177,2024-03-01 10:24:54,Kia,Optima Hybrid,South,NiMH_Standard,0,997.7,3.32,108,0.0,0.0,1715.77,359.96,1563,8.4,191558.0,21.9,0
178,2022-06-27 22:15:31,Honda,Insight,West,LiIon_Premium,0,1542.8,2.87,86,0.0,0.2,1868.67,78.94,1763,4.8,131637.0,20.4,0
179,2022-07-05 12:09:23,Nissan,Rogue Hybrid,East,LiIon_Premium,0,1639.84,2.6,88,0.0,0.0,2422.89,554.24,1593,11.8,149902.0,18.1,0
180,2023-06-29 03:51:06,Hyundai,Ioniq Hybrid,South,LiIon_Premium,0,1644.56,2.84,125,0.0,0.05,2381.24,381.23,1313,6.7,127993.0,15.5,0
182,2024-01-01 12:02:20,Honda,Accord Hybrid,West,LiIon_Standard,0,1227.01,1.56,129,0.0,0.0,1914.72,486.94,1270,8.3,84575.0,21.0,0
183,2024-05-11 09:49:46,Chevrolet,Malibu Hybrid,North,NiMH_Premium,1,1254.29,4.0,110,65.88,0.0,2148.87,389.01,2693,9.2,124102.0,18.6,0
185,2022-07-09 22:05:15,Chevrolet,Volt,North,NiMH_Standard,1,1008.39,1.07,91,44.32,0.05,1224.43,74.38,2790,8.5,76967.0,32.9,0
187,2023-08-16 10:52:20,Honda,Accord Hybrid,North,NiMH_Premium,1,1195.99,3.7,112,36.05,0.0,2106.32,459.39,2209,12.5,167813.0,25.4,0
188,2023-11-26 05:03:45,Chevrolet,Volt,East,LiIon_Standard,1,1096.44,2.78,106,35.32,0.1,1763.72,337.69,1514,9.7,90055.0,13.3,0
190,2024-08-09 05:35:18,Ford,Escape Hybrid,South,NiMH_Premium,0,1197.61,3.84,101,0.0,0.05,1823.22,237.79,1080,9.0,97124.0,9.8,0
191,2022-11-29 06:33:33,Kia,Optima Hybrid,West,NiMH_Standard,1,934.32,1.91,115,41.56,0.0,1502.21,306.14,2428,7.7,152527.0,15.2,0
193,2024-04-03 00:43:35,Hyundai,Sonata Hybrid,West,NiMH_Premium,0,1336.91,2.64,125,0.0,0.05,1919.8,252.7,1881,9.3,92067.0,10.4,0
197,2024-11-15 16:56:35,Ford,Fusion Hybrid,West,NiMH_Standard,0,1131.43,2.49,129,0.0,0.0,1826.92,374.63,2916,7.4,111238.0,14.8,0
198,2022-06-02 18:14:28,Toyota,Camry Hybrid,North,LiIon_Standard,0,1379.73,3.23,85,0.0,0.0,2095.94,441.95,1993,8.6,14492.0,11.2,0
200,2022-09-12 15:44:07,Nissan,Altima Hybrid,West,NiMH_Premium,0,1075.01,3.41,120,0.0,0.0,1822.22,337.9,2516,7.0,107096.0,15.7,0
201,2023-05-09 15:07:13,Ford,Escape Hybrid,East,NiMH_Standard,1,817.34,3.6,107,18.7,0.0,1602.58,381.31,1708,6.5,143772.0,15.8,0
202,2024-12-03 14:08:24,Nissan,Rogue Hybrid,South,NiMH_Premium,1,1118.23,2.79,90,67.01,0.0,1702.33,266.29,1007,5.3,94944.0,19.0,0
203,2024-04-15 14:52:17,Chevrolet,Malibu Hybrid,South,NiMH_Premium,0,1222.13,3.48,117,0.0,0.1,1689.12,59.55,1257,7.2,142371.0,16.6,0
204,2024-04-24 06:44:49,Kia,Optima Hybrid,West,LiIon_Standard,0,1279.12,2.88,105,0.0,0.0,1965.05,383.4,2793,7.0,119354.0,11.7,0
205,2023-04-08 00:20:38,Chevrolet,Malibu Hybrid,East,NiMH_Premium,1,1141.26,2.65,115,52.87,0.05,1841.47,342.95,2597,13.5,163513.0,26.5,0
206,2024-10-22 13:14:06,Ford,Fusion Hybrid,South,NiMH_Premium,1,1156.31,4.52,85,29.88,0.05,1820.47,250.27,1189,11.0,90601.0,20.8,0
207,2024-10-04 11:01:25,Lexus,ES 300h,West,NiMH_Standard,0,804.72,1.14,85,0.0,0.0,1141.47,240.23,2604,7.6,110338.0,14.2,0
209,2024-06-10 20:22:36,Ford,Escape Hybrid,North,NiMH_Premium,0,1333.59,3.31,134,0.0,0.0,2305.78,529.17,2086,6.7,61214.0,11.8,0
210,2023-12-15 15:34:55,Lexus,ES 300h,East,LiIon_Standard,0,1118.42,2.79,116,0.0,0.05,1761.72,319.89,1902,9.8,116317.0,7.7,0
211,2022-04-15 09:26:00,Ford,Fusion Hybrid,West,NiMH_Premium,0,1241.58,1.85,132,0.0,0.0,1858.87,373.04,2999,13.8,103138.0,7.2,0
212,2022-11-08 14:03:10,Kia,Niro Hybrid,North,LiIon_Standard,0,1465.61,2.16,127,0.0,0.0,2187.83,448.36,2743,10.4,158405.0,25.3,0
215,2022-07-08 18:32:50,Kia,Optima Hybrid,West,NiMH_Standard,1,1010.91,3.97,112,32.42,0.0,1850.19,362.23,2884,2.8,95011.0,24.6,1
216,2024-11-03 06:17:01,Ford,Fusion Hybrid,North,NiMH_Standard,1,781.89,4.31,116,38.55,0.15,1438.06,117.47,2843,10.6,103051.0,13.9,0
217,2023-06-19 17:39:13,Toyota,Camry Hybrid,South,NiMH_Premium,1,1197.28,1.73,123,56.8,0.0,1878.55,411.83,2260,11.1,92993.0,27.6,1
218,2024-07-31 09:14:28,Toyota,RAV4 Hybrid,West,LiIon_Standard,1,1175.22,1.91,111,51.09,0.0,1768.35,330.44,2296,14.6,121087.0,22.3,0
